"IndividualId","Time [min]","Organism|PeripheralVenousBlood|DrugX|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Liver|Periportal|Intracellular|DrugX-CYP3A4-Optimized Metabolite|Fraction of dose-DrugX","Organism|DrugX-CYP3A4-Optimized Metabolite|Total fraction of dose-DrugX"
0,0,0,0,0
0,3,0.12136334,0.02418466,0.025458727
0,6,0.18048754,0.11012301,0.11473477
0,9,0.11351255,0.19379388,0.20078783
0,12,0.07747469,0.24398196,0.25231186
0,15,0.059068646,0.27577367,0.2850007
0,18,0.049502753,0.29854208,0.30845776
0,21,0.04420437,0.31666753,0.32716367
0,24,0.040962987,0.33225444,0.34326908
0,27,0.038734384,0.34634104,0.35783476
0,30,0.037023846,0.35945278,0.37139744
0,33,0.03559415,0.37186295,0.38423648
0,36,0.03432927,0.38371956,0.39650336
0,39,0.03317035,0.39510766,0.40828535
0,42,0.032087956,0.40607858,0.41963518
0,45,0.031065859,0.41666684,0.43058857
0,48,0.030094681,0.42689803,0.44117194
0,51,0.029168786,0.4367922,0.45140612
0,54,0.028284227,0.44636667,0.4613091
0,57,0.027438033,0.45563677,0.4708968
0,60,0.026627885,0.46461648,0.4801838
0,63,0.025851825,0.4733187,0.48918343
0,66,0.025108088,0.48175555,0.49790835
0,69,0.024395034,0.4899385,0.5063705
0,72,0.023711037,0.49787855,0.5145812
0,75,0.023054704,0.50558597,0.5225511
0,78,0.022424605,0.5130706,0.53029054
0,81,0.021819536,0.5203416,0.53780895
0,84,0.02123831,0.52740777,0.54511553
0,87,0.02067982,0.53427756,0.5522188
0,90,0.020142967,0.5409588,0.55912715
0,93,0.019626709,0.5474592,0.5658484
0,96,0.019130038,0.5537859,0.5723901
0,99,0.018652033,0.5599459,0.57875925
0,102,0.018191816,0.56594557,0.5849627
0,105,0.01774857,0.5717912,0.5910069
0,108,0.017321503,0.57748866,0.59689784
0,111,0.016909864,0.58304363,0.6026414
0,114,0.016512934,0.58846146,0.60824317
0,117,0.016130032,0.59374726,0.61370844
0,120,0.015760519,0.5989059,0.6190423
0,135,0.014093457,0.62294704,0.6439
0,150,0.012681702,0.644421,0.6661038
0,165,0.011474454,0.66372895,0.6860687
0,180,0.010432292,0.6811913,0.7041261
0,195,0.009524515,0.6970659,0.7205425
0,210,0.008727168,0.7115614,0.73553365
0,225,0.008021556,0.72484785,0.7492755
0,240,0.0073928055,0.7370666,0.7619141
0,255,0.006829014,0.74833614,0.7735718
0,270,0.006320705,0.75875574,0.78435135
0,285,0.0058602747,0.7684097,0.79433995
0,300,0.005441535,0.7773706,0.8036124
0,315,0.005059372,0.7857013,0.8122339
0,330,0.0047095725,0.79345673,0.8202612
0,345,0.0043884134,0.80068684,0.82774574
0,360,0.0040929266,0.80743444,0.83473194
0,375,0.003820632,0.81373763,0.841259
0,390,0.0035693508,0.8196308,0.8473626
0,405,0.0033371712,0.82514524,0.853075
0,420,0.0031223574,0.8303098,0.858426
0,435,0.002923355,0.8351508,0.8634428
0,450,0.0027388164,0.839692,0.86815
0,465,0.002567624,0.84395474,0.8725695
0,480,0.0024087413,0.8479586,0.87672174
0,495,0.0022611897,0.8517221,0.88062567
0,510,0.0021240695,0.85526234,0.8842989
0,525,0.00199657,0.85859483,0.88775766
0,540,0.0018779661,0.86173403,0.8910168
0,555,0.0017676008,0.86469316,0.8940899
0,570,0.001664866,0.86748457,0.8969897
0,585,0.0015691987,0.87011963,0.89972806
0,600,0.0014800751,0.8726089,0.90231586
0,615,0.0013970197,0.8749622,0.90476316
0,630,0.0013195748,0.8771888,0.9070795
0,645,0.0012473441,0.87929696,0.90927356
