"IndividualId","Time [min]","Organism|PeripheralVenousBlood|DrugX|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Liver|Periportal|Intracellular|DrugX-CYP3A4-Optimized Metabolite|Fraction of dose-DrugX","Organism|DrugX-CYP3A4-Optimized Metabolite|Total fraction of dose-DrugX"
0,0,0,0,0
0,3,0.118056215,0.023817388,0.025087187
0,6,0.17479752,0.108524814,0.113110565
0,9,0.10963999,0.19143653,0.19838114
0,12,0.07499623,0.24143092,0.24970178
0,15,0.05735244,0.2731775,0.28234416
0,18,0.048197445,0.2959834,0.30584136
0,21,0.04313314,0.31419536,0.32463834
0,24,0.040036913,0.32989752,0.34086457
0,27,0.037907526,0.34411642,0.3555685
0,30,0.03627133,0.35737064,0.36927986
0,33,0.034901615,0.36992943,0.38227382
0,36,0.033687636,0.38193834,0.39469934
0,39,0.032573413,0.39348084,0.40664196
0,42,0.03153106,0.40460706,0.41815338
0,45,0.030545216,0.41535085,0.42926848
0,48,0.029607086,0.4257371,0.44001305
0,51,0.028711414,0.4357855,0.45040748
0,54,0.027854534,0.44551286,0.46046928
0,57,0.02703371,0.45493424,0.47021413
0,60,0.026246816,0.4640633,0.4796562
0,63,0.025492059,0.47291264,0.48880863
0,66,0.02476782,0.48149422,0.49768385
0,69,0.024072606,0.48981932,0.50629354
0,72,0.023404913,0.49789876,0.514649
0,75,0.02276346,0.50574267,0.5227606
0,78,0.022146948,0.51336074,0.53063864
0,81,0.021554256,0.5207621,0.5382924
0,84,0.0209843,0.5279555,0.54573095
0,87,0.020436054,0.5349492,0.5529629
0,90,0.019908499,0.541751,0.5599965
0,93,0.01940067,0.5483687,0.5668395
0,96,0.01891163,0.55480933,0.57349944
0,99,0.018440524,0.5610798,0.57998335
0,102,0.017986534,0.56718665,0.5862981
0,105,0.017548898,0.5731361,0.59245
0,108,0.017126877,0.578934,0.59844524
0,111,0.01671977,0.5845861,0.60428965
0,114,0.016326899,0.5900977,0.60998887
