"IndividualId","Time [min]","Organism|PeripheralVenousBlood|DrugX|Plasma (Peripheral Venous Blood) [µmol/l]","Organism|Liver|Periportal|Intracellular|DrugX-CYP3A4-Optimized Metabolite|Fraction of dose-DrugX","Organism|DrugX-CYP3A4-Optimized Metabolite|Total fraction of dose-DrugX"
0,0,0,0,0
0,3,0.15966384,0.027402204,0.02879353
0,6,0.19259636,0.11443109,0.11903725
0,9,0.1013193,0.18774559,0.1943596
0,12,0.06671089,0.22671673,0.23439614
0,15,0.052210405,0.250534,0.2589233
0,18,0.04545372,0.26782322,0.27677009
0,21,0.041800838,0.28207907,0.29150996
0,24,0.03945879,0.2947773,0.3046512
0,27,0.037711084,0.3065652,0.31685522
0,30,0.0362605,0.31774,0.328426
0,33,0.03497784,0.32844743,0.33951285
0,36,0.033805557,0.3387641,0.35019448
0,39,0.03271559,0.34873554,0.36051777
0,42,0.03169326,0.35839203,0.37051418
0,45,0.030729843,0.36775637,0.3802073
0,48,0.029819362,0.37684715,0.38961655
0,51,0.02895743,0.3856803,0.39875847
0,54,0.028140523,0.39426988,0.4076478
0,57,0.027365452,0.40262887,0.41629794
0,60,0.026629264,0.4107692,0.4247214
0,63,0.025929352,0.4187018,0.43292955
0,66,0.025263147,0.426437,0.4409331
0,69,0.024628546,0.43398407,0.44874173
0,72,0.024023585,0.4413516,0.4563644
0,75,0.023446374,0.4485477,0.46380946
0,78,0.022895126,0.4555799,0.4710848
0,81,0.022368101,0.4624554,0.47819784
0,84,0.021863742,0.46918073,0.48515543
0,87,0.021380603,0.4757621,0.49196395
0,90,0.020917388,0.48220518,0.49862936
0,93,0.020472867,0.48851538,0.5051572
0,96,0.02004588,0.49469772,0.5115527
0,99,0.019635338,0.500757,0.5178208
0,102,0.01924023,0.50669754,0.5239661
0,105,0.01885963,0.51252353,0.5299929
0,108,0.018492684,0.518239,0.53590524
0,111,0.018138582,0.5238476,0.54170704
0,114,0.017796582,0.5293527,0.5474018
0,117,0.017465992,0.5347577,0.55299294
0,120,0.017146159,0.5400656,0.55848366
0,135,0.015688768,0.5652462,0.58453166
0,150,0.014425715,0.58837956,0.60846215
0,165,0.013313595,0.6097101,0.6305284
0,180,0.012321616,0.6294331,0.6509322
0,195,0.01142775,0.64770794,0.6698387
0,210,0.010615765,0.66466904,0.68738693
0,225,0.009873621,0.68043107,0.7036955
0,240,0.009192234,0.69509375,0.7188674
0,255,0.008564509,0.70874506,0.73299396
0,270,0.007984741,0.7214639,0.74615645
0,285,0.0074482053,0.7333215,0.7584287
0,300,0.006950979,0.74438226,0.76987725
0,315,0.006489745,0.75470495,0.78056294
0,330,0.0060616,0.7643433,0.7905413
0,345,0.0056639467,0.7733471,0.79986364
0,360,0.0052944464,0.7817618,0.80857724
0,375,0.004950985,0.78962976,0.8167256
0,390,0.004631645,0.79698974,0.82434905
0,405,0.004334671,0.80387783,0.8314848
0,420,0.0040584495,0.81032735,0.8381672
0,435,0.003801485,0.8163691,0.84442824
0,450,0.003562396,0.82203186,0.85029745
0,465,0.0033398962,0.82734203,0.8558024
0,480,0.003132805,0.83232427,0.8609684
0,495,0.0029400175,0.8370014,0.86581904
0,510,0.0027605195,0.8413945,0.87037617
0,525,0.0025933664,0.84552324,0.87466013
0,540,0.0024376824,0.8494058,0.8786896
0,555,0.0022926563,0.853059,0.88248205
0,570,0.0021575296,0.8564986,0.8860537
0,585,0.0020315934,0.8597391,0.8894196
0,600,0.0019142128,0.86279386,0.89259356
0,615,0.0018047668,0.8656756,0.8955887
0,630,0.0017026816,0.8683963,0.89841723
0,645,0.0016074614,0.8709661,0.9010899
0,660,0.0015186007,0.87339556,0.9036175
0,675,0.001435643,0.8756941,0.9060098
0,690,0.0013581895,0.8778701,0.90827537
0,705,0.0012858409,0.8799318,0.91042274
0,720,0.0012182364,0.8818867,0.9124598
0,735,0.0011550499,0.8837417,0.9143934
0,750,0.0010959678,0.8855032,0.9162304
0,765,0.0010407032,0.8871772,0.917977
